current-event,element_types.id,element_types.plural_name,element_types.plural_name_short,element_types.singular_name,element_types.singular_name_short,elements.assists,elements.bonus,elements.bps,elements.chance_of_playing_next_round,elements.chance_of_playing_this_round,elements.clean_sheets,elements.code,elements.cost_change_event,elements.cost_change_event_fall,elements.cost_change_start,elements.cost_change_start_fall,elements.creativity,elements.dreamteam_count,elements.ea_index,elements.element_type,elements.ep_next,elements.ep_this,elements.event_points,elements.first_name,elements.form,elements.goals_conceded,elements.goals_scored,elements.ict_index,elements.id,elements.in_dreamteam,elements.influence,elements.loaned_in,elements.loaned_out,elements.loans_in,elements.loans_out,elements.minutes,elements.news,elements.news_added,elements.now_cost,elements.own_goals,elements.penalties_missed,elements.penalties_saved,elements.photo,elements.points_per_game,elements.red_cards,elements.saves,elements.second_name,elements.selected_by_percent,elements.special,elements.squad_number,elements.status,elements.team,elements.team_code,elements.threat,elements.total_points,elements.transfers_in,elements.transfers_in_event,elements.transfers_out,elements.transfers_out_event,elements.value_form,elements.value_season,elements.web_name,elements.yellow_cards,events.average_entry_score,events.data_checked,events.deadline_time,events.deadline_time_epoch,events.deadline_time_formatted,events.deadline_time_game_offset,events.finished,events.highest_score,events.highest_scoring_entry,events.id,events.is_current,events.is_next,events.is_previous,events.name,game-settings.element_type.1.bps_clean_sheets,game-settings.element_type.1.bps_goals_scored,game-settings.element_type.1.scoring_clean_sheets,game-settings.element_type.1.scoring_goals_conceded,game-settings.element_type.1.scoring_goals_scored,game-settings.element_type.1.squad_max_play,game-settings.element_type.1.squad_min_play,game-settings.element_type.1.squad_select,game-settings.element_type.1.sub_positions_locked,game-settings.element_type.1.ui_shirt_specific,game-settings.element_type.2.bps_clean_sheets,game-settings.element_type.2.bps_goals_scored,game-settings.element_type.2.scoring_clean_sheets,game-settings.element_type.2.scoring_goals_conceded,game-settings.element_type.2.scoring_goals_scored,game-settings.element_type.2.squad_max_play,game-settings.element_type.2.squad_min_play,game-settings.element_type.2.squad_select,game-settings.element_type.3.bps_clean_sheets,game-settings.element_type.3.bps_goals_scored,game-settings.element_type.3.scoring_clean_sheets,game-settings.element_type.3.scoring_goals_conceded,game-settings.element_type.3.scoring_goals_scored,game-settings.element_type.3.squad_max_play,game-settings.element_type.3.squad_min_play,game-settings.element_type.3.squad_select,game-settings.element_type.4.bps_clean_sheets,game-settings.element_type.4.bps_goals_scored,game-settings.element_type.4.scoring_clean_sheets,game-settings.element_type.4.scoring_goals_conceded,game-settings.element_type.4.scoring_goals_scored,game-settings.element_type.4.squad_max_play,game-settings.element_type.4.squad_min_play,game-settings.element_type.4.squad_select,game-settings.game.bps_assists,game-settings.game.bps_attempted_passes_limit,game-settings.game.bps_big_chances_created,game-settings.game.bps_big_chances_missed,game-settings.game.bps_cbi_limit,game-settings.game.bps_clearances_blocks_interceptions,game-settings.game.bps_dribbles,game-settings.game.bps_errors_leading_to_goal,game-settings.game.bps_errors_leading_to_goal_attempt,game-settings.game.bps_fouls,game-settings.game.bps_key_passes,game-settings.game.bps_long_play,game-settings.game.bps_long_play_limit,game-settings.game.bps_offside,game-settings.game.bps_open_play_crosses,game-settings.game.bps_own_goals,game-settings.game.bps_pass_percentage_70,game-settings.game.bps_pass_percentage_80,game-settings.game.bps_pass_percentage_90,game-settings.game.bps_penalties_conceded,game-settings.game.bps_penalties_missed,game-settings.game.bps_penalties_saved,game-settings.game.bps_recoveries,game-settings.game.bps_recoveries_limit,game-settings.game.bps_red_cards,game-settings.game.bps_saves,game-settings.game.bps_short_play,game-settings.game.bps_tackled,game-settings.game.bps_tackles,game-settings.game.bps_target_missed,game-settings.game.bps_winning_goals,game-settings.game.bps_yellow_cards,game-settings.game.cup_start_event_id,game-settings.game.currency_decimal_places,game-settings.game.currency_multiplier,game-settings.game.currency_symbol,game-settings.game.default_formation,game-settings.game.facebook_app_id,game-settings.game.fifa_league_id,game-settings.game.formations.1-2-5-3,game-settings.game.formations.1-3-4-3,game-settings.game.formations.1-3-5-2,game-settings.game.formations.1-4-3-3,game-settings.game.formations.1-4-4-2,game-settings.game.formations.1-4-5-1,game-settings.game.formations.1-5-2-3,game-settings.game.formations.1-5-3-2,game-settings.game.formations.1-5-4-1,game-settings.game.game_timezone,game-settings.game.league_h2h_tiebreak,game-settings.game.league_join_private_max,game-settings.game.league_join_public_max,game-settings.game.league_max_ko_rounds_h2h,game-settings.game.league_points_h2h_draw,game-settings.game.league_points_h2h_lose,game-settings.game.league_points_h2h_win,game-settings.game.league_prefix_public,game-settings.game.league_size_classic_max,game-settings.game.league_size_h2h_max,game-settings.game.photo_base_url,game-settings.game.scoring_assists,game-settings.game.scoring_bonus,game-settings.game.scoring_bps,game-settings.game.scoring_concede_limit,game-settings.game.scoring_creativity,game-settings.game.scoring_ea_index,game-settings.game.scoring_ict_index,game-settings.game.scoring_influence,game-settings.game.scoring_long_play,game-settings.game.scoring_long_play_limit,game-settings.game.scoring_own_goals,game-settings.game.scoring_penalties_missed,game-settings.game.scoring_penalties_saved,game-settings.game.scoring_red_cards,game-settings.game.scoring_saves,game-settings.game.scoring_saves_limit,game-settings.game.scoring_short_play,game-settings.game.scoring_threat,game-settings.game.scoring_yellow_cards,game-settings.game.squad_squadplay,game-settings.game.squad_squadsize,game-settings.game.squad_team_limit,game-settings.game.squad_total_spend,game-settings.game.static_game_url,game-settings.game.support_email_address,game-settings.game.sys_cdn_cache_enabled,game-settings.game.sys_use_event_live_api,game-settings.game.sys_vice_captain_enabled,game-settings.game.transfers_cost,game-settings.game.transfers_limit,game-settings.game.transfers_sell_on_fee,game-settings.game.transfers_type,game-settings.game.ui_el_hide_currency_qi,game-settings.game.ui_el_hide_currency_sy,game-settings.game.ui_element_wrap,game-settings.game.ui_selection_player_limit,game-settings.game.ui_selection_price_gap,game-settings.game.ui_selection_short_team_names,game-settings.game.ui_show_home_away,last-entry-event,next-event,next_event_fixtures.code,next_event_fixtures.deadline_time,next_event_fixtures.deadline_time_formatted,next_event_fixtures.event,next_event_fixtures.event_day,next_event_fixtures.finished,next_event_fixtures.finished_provisional,next_event_fixtures.id,next_event_fixtures.kickoff_time,next_event_fixtures.kickoff_time_formatted,next_event_fixtures.minutes,next_event_fixtures.provisional_start_time,next_event_fixtures.started,next_event_fixtures.stats,next_event_fixtures.team_a,next_event_fixtures.team_a_score,next_event_fixtures.team_h,next_event_fixtures.team_h_score,phases.id,phases.name,phases.start_event,phases.stop_event,stats.categories,stats.headings.abbr,stats.headings.category,stats.headings.field,stats.headings.label,stats_options.key,stats_options.name,teams.code,teams.current_event_fixture.day,teams.current_event_fixture.event_day,teams.current_event_fixture.id,teams.current_event_fixture.is_home,teams.current_event_fixture.month,teams.current_event_fixture.opponent,teams.draw,teams.form,teams.id,teams.link_url,teams.loss,teams.name,teams.next_event_fixture.day,teams.next_event_fixture.event_day,teams.next_event_fixture.id,teams.next_event_fixture.is_home,teams.next_event_fixture.month,teams.next_event_fixture.opponent,teams.played,teams.points,teams.position,teams.short_name,teams.strength,teams.strength_attack_away,teams.strength_attack_home,teams.strength_defence_away,teams.strength_defence_home,teams.strength_overall_away,teams.strength_overall_home,teams.team_division,teams.unavailable,teams.win,total-players
27,1,"Goalkeepers","GKP","Goalkeeper","GKP",0,0,6,100,100,0,48844,0,0,-2,2,"0.0",0,0,1,"-0.2","0.3",0,"David","0.3",0,0,"0.5",1,false,"5.0",0,0,0,0,20,"","2017-11-18T12:31:16Z",48,0,0,0,"48844.jpg","1.0",0,1,"Ospina","0.2",false,13,"a",1,3,"0.0",1,2068,32,8613,139,"0.1","0.2","Ospina",0,58,true,"2017-08-11T17:45:00Z",1502473500,"11 Aug 18:45",3600,true,128,3194189,1,false,false,false,"Gameweek 1",12,12,4,-1,6,1,1,2,12,true,12,12,4,-1,6,5,3,5,0,18,1,0,5,5,2,5,0,24,0,0,4,3,1,3,9,30,3,-3,2,1,1,-3,-1,-1,1,6,60,-1,1,-6,2,4,6,-3,-6,15,1,3,-9,2,3,-1,2,-1,3,-3,17,1,10,"£",0,"337309029685327",454539,0,0,0,0,0,0,0,0,0,"Europe/London","+goals_scored||-goals_conceded",15,3,3,1,0,3,"League",20,20,"https://ismdj.scdn5.secure.raxcdn.com/static/plfpl/img/shirts/photos/",3,1,0,2,0,0,0,0,2,60,-2,-2,5,-3,1,3,1,0,-1,11,15,3,1000,"https://ismdj.scdn5.secure.raxcdn.com/static/compass/plfpl/desktop/","plfpl@mail.fantasy.premierleague.com",true,true,true,4,1,0.5,"cost",true,true,0,30,5,true,true,38,28,919168,"2018-02-24T11:30:00Z","24 Feb 11:30",28,1,false,false,276,"2018-02-24T12:30:00Z","24 Feb 12:30",0,false,false,,15,,9,,1,"Overall",1,38,,,,"minutes","Minutes played","total_points","Total score",3,10,1,269,false,2,17,0,,1,"",0,"Arsenal",1,4,271,true,3,11,0,0,0,"ARS",4,1280,1270,1310,1270,1320,1260,1,false,0,5787932
,2,"Defenders","DEF","Defender","DEF",0,4,477,100,75,9,11334,-1,1,-2,2,"0.0",0,0,1,"2.0","1.9",4,"Petr","2.5",36,0,"51.2",2,false,"514.6",0,0,0,0,2409,"","2018-02-10T12:31:19Z",53,0,0,0,"11334.jpg","3.5",0,64,"Cech","4.4",false,33,"a",1,3,"0.0",94,134184,628,250500,2022,"0.5","17.7","Cech",1,44,true,"2017-08-19T10:30:00Z",1503138600,"19 Aug 11:30",3600,true,123,873426,2,false,false,false,"Gameweek 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919163,"2018-02-24T11:30:00Z","24 Feb 11:30",28,1,false,false,272,"2018-02-24T15:00:00Z","24 Feb 15:00",0,false,false,,13,,2,,2,"August",1,3,,,,"goals_scored","Goals scored","event_points","Round score",91,11,2,263,false,2,8,0,,2,"",0,"Bournemouth",24,1,272,true,2,13,0,0,0,"BOU",3,1040,1040,1080,1040,1120,1090,1,false,0,
,3,"Midfielders","MID","Midfielder","MID",0,0,0,0,0,0,98980,0,0,0,0,"0.0",0,0,1,"0.0","0.0",0,"Damian Emiliano","0.0",0,0,"0.0",3,false,"0.0",0,0,0,0,0,"Season-long loan to Getafe","2017-08-03T08:35:02Z",40,0,0,0,"98980.jpg","0.0",0,0,"Martinez","0.6",false,26,"u",1,3,"0.0",0,1403,15,27884,179,"0.0","0.0","Martinez",0,43,true,"2017-08-26T10:30:00Z",1503743400,"26 Aug 11:30",3600,true,109,1867364,3,false,false,false,"Gameweek 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919165,"2018-02-24T11:30:00Z","24 Feb 11:30",28,1,false,false,273,"2018-02-24T15:00:00Z","24 Feb 15:00",0,false,false,,16,,3,,3,"September",4,7,,,,"assists","Assists","now_cost","Price",36,10,1,267,false,2,15,0,,3,"",0,"Brighton",24,1,273,true,2,16,0,0,0,"BHA",2,1060,1040,1050,990,1080,1030,1,false,0,
,4,"Forwards","FWD","Forward","FWD",0,16,511,100,100,9,51507,0,0,0,0,"120.0",3,0,2,"4.5","5.0",2,"Laurent","5.0",26,2,"86.3",4,false,"628.0",0,0,0,0,1955,"","2018-01-20T14:01:19Z",60,0,0,0,"51507.jpg","4.4",0,0,"Koscielny","1.9",false,6,"a",1,3,"113.0",96,176693,1816,151035,3617,"0.8","16.0","Koscielny",4,44,true,"2017-09-09T10:30:00Z",1504953000,"09 Sep 11:30",3600,true,110,2728500,4,false,false,false,"Gameweek 4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919166,"2018-02-24T11:30:00Z","24 Feb 11:30",28,1,false,false,274,"2018-02-24T15:00:00Z","24 Feb 15:00",0,false,false,,14,,4,,4,"October",8,10,,,,"clean_sheets","Clean sheets","selected_by_percent","Teams selected by %",90,10,1,268,false,2,16,0,,4,"",0,"Burnley",24,1,274,true,2,14,0,0,0,"BUR",3,1210,1170,1030,1030,1130,1100,1,false,0,
,,,,,,0,2,77,100,100,0,17127,0,0,-3,3,"3.0",1,0,2,"-0.5","0.0",0,"Per","0.0",7,1,"15.7",5,false,"115.4",0,0,0,0,351,"","2017-11-18T12:31:16Z",47,0,0,0,"17127.jpg","3.0",0,0,"Mertesacker","0.5",false,4,"a",1,3,"38.0",15,30141,147,44425,339,"0.0","3.2","Mertesacker",0,58,true,"2017-09-15T18:00:00Z",1505498400,"15 Sep 19:00",3600,true,146,723855,5,false,false,false,"Gameweek 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919169,"2018-02-24T11:30:00Z","24 Feb 11:30",28,1,false,false,277,"2018-02-24T15:00:00Z","24 Feb 15:00",0,false,false,,20,,10,,5,"November",11,14,,,,"goals_conceded","Goals conceded","minutes","Minutes played",8,12,3,261,true,2,19,0,,5,"",0,"Chelsea",25,2,278,false,2,12,0,0,0,"CHE",4,1340,1310,1300,1290,1310,1260,1,false,0,
,,,,,,0,0,0,0,0,0,158074,0,0,0,0,"0.0",0,0,2,"0.0","0.0",0,"Gabriel Armando","0.0",0,0,"0.0",6,false,"0.0",0,0,0,0,0,"Joined Valencia on 18/8","2017-07-12T10:31:11Z",50,0,0,0,"158074.jpg","0.0",0,0,"de Abreu","0.0",false,5,"u",1,3,"0.0",0,350,0,2253,24,"0.0","0.0","Gabriel",0,60,true,"2017-09-23T10:30:00Z",1506162600,"23 Sep 11:30",3600,true,136,373258,6,false,false,false,"Gameweek 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,0,0,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919172,"2018-02-24T11:30:00Z","24 Feb 11:30",28,1,false,false,280,"2018-02-24T15:00:00Z","24 Feb 15:00",0,false,false,,8,,19,,6,"December",15,21,,,,"own_goals","Own goals","goals_scored","Goals scored",31,10,1,262,false,2,7,0,,6,"",0,"Crystal Palace",26,3,275,true,2,17,0,0,0,"CRY",3,1110,1100,1130,1080,1110,1080,1,false,0,
,,,,,,2,7,488,,,9,98745,0,0,1,-1,"445.1",1,0,2,"1.0","1.5",2,"Héctor","1.5",36,2,"131.6",7,false,"424.2",0,0,0,0,2430,"",,61,0,0,0,"98745.jpg","3.7",0,0,"Bellerín","11.6",false,24,"a",1,3,"446.0",99,629202,2979,755403,19432,"0.2","16.2","Bellerín",4,51,true,"2017-09-30T10:30:00Z",1506767400,"30 Sep 11:30",3600,true,132,1216386,7,false,false,false,"Gameweek 7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,2,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919171,"2018-02-24T11:30:00Z","24 Feb 11:30",28,1,false,false,279,"2018-02-24T17:30:00Z","24 Feb 17:30",0,false,false,,7,,18,,7,"January",22,25,,,,"penalties_saved","Penalties saved","assists","Assists",11,10,1,262,true,2,6,0,,7,"",0,"Everton",24,1,279,false,2,18,0,0,0,"EVE",3,1230,1080,1160,1050,1160,1070,1,false,0,
,,,,,,2,1,320,100,75,5,42427,0,0,0,0,"249.5",0,0,2,"0.5","-0.4",0,"Kieran","0.5",29,0,"70.7",8,false,"339.4",0,0,0,0,1896,"","2018-02-12T20:01:19Z",50,0,0,0,"42427.jpg","2.7",0,0,"Gibbs","0.4",false,3,"a",19,35,"117.0",59,47384,253,41727,728,"0.1","11.8","Gibbs",2,41,true,"2017-10-14T10:30:00Z",1507977000,"14 Oct 11:30",3600,true,113,5149403,8,false,false,false,"Gameweek 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,0,3,3,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919170,"2018-02-24T11:30:00Z","24 Feb 11:30",28,2,false,false,278,"2018-02-25T14:05:00Z","25 Feb 14:05",0,false,false,,5,,12,,8,"February",26,28,,,,"penalties_missed","Penalties missed","clean_sheets","Clean sheets",38,11,2,263,true,2,2,0,,8,"",0,"Huddersfield",24,1,280,false,2,19,0,0,0,"HUD",2,1050,1040,1030,1020,1050,1030,1,false,0,
,,,,,,0,0,0,0,0,0,80254,0,0,0,0,"0.0",0,0,2,"0.0","0.0",0,"Carl","0.0",0,0,"0.0",9,false,"0.0",0,0,0,0,0,"Season-long loan to Birmingham","2017-08-22T14:57:50Z",45,0,0,0,"80254.jpg","0.0",0,0,"Jenkinson","0.1",false,25,"u",1,3,"0.0",0,735,1,13471,41,"0.0","0.0","Jenkinson",0,50,true,"2017-10-20T18:00:00Z",1508522400,"20 Oct 19:00",3600,true,119,5038074,9,false,false,false,"Gameweek 9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,3,4,4,4,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919167,"2018-02-24T11:30:00Z","24 Feb 11:30",28,3,false,false,275,"2018-02-26T20:00:00Z","26 Feb 20:00",0,false,false,,17,,6,,9,"March",29,32,,,,"yellow_cards","Yellow cards","goals_conceded","Goals conceded",13,10,1,264,false,2,11,0,,9,"",0,"Leicester",24,1,276,true,2,15,0,0,0,"LEI",3,1200,1120,1180,1140,1200,1140,1,false,0,
,,,,,,2,14,543,100,75,9,38411,0,0,2,-2,"205.3",2,0,2,"6.3","5.1",2,"Nacho","6.8",25,4,"106.9",10,false,"618.6",0,0,0,0,1923,"","2018-02-10T12:31:19Z",57,0,0,0,"38411.jpg","4.9",0,0,"Monreal","8.3",false,18,"a",1,3,"243.0",112,1278859,27808,1148801,12782,"1.2","19.6","Monreal",3,46,true,"2017-10-28T10:30:00Z",1509186600,"28 Oct 11:30",3600,true,115,3914195,10,false,false,false,"Gameweek 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,0,0,5,5,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919164,"2018-02-24T11:30:00Z","24 Feb 11:30",28,4,false,false,271,"2018-03-01T19:45:00Z","01 Mar 19:45",0,false,false,,11,,1,,10,"April",33,36,,,,"red_cards","Red cards","own_goals","Own goals",14,11,2,266,false,2,14,0,,10,"",0,"Liverpool",24,1,277,true,2,20,0,0,0,"LIV",5,1330,1270,1320,1310,1330,1320,1,false,0,
